Employee_ID,Name,Age,Gender,Department,Education_Level,Join_Date,Training_Program,Training_Date,Training_Attended,Pre_Training_Score,Post_Training_Score,Manager_Feedback_Score,Peer_Feedback_Score
ec83c4d7-83b5-4d03-84bd-23eba7cc4274,Zachary Lopez,43.0,Male,Finance,None,2022-08-22,Project Management,29/04/2025,No,,0.0,1.0,1.0
c5a24d77-7cc3-4e98-9f39-7fa5ce96cc5e,Mary Barnett,33.0,M,HR,Masters,2023-03-02,Project Management,29/07/2024,A,,31.0,3.0,3.0
10287c78-434b-433d-84e1-f69ec3659e51,Jessica Johnson,44.0,M,Finance,Bachelors,2023-03-06,Cloud Computing,27/12/2023,P,0.0,0.0,2.0,2.0
f99f5c06-3a24-4e17-9836-a02720507d45,Brian Pierce,32.0,FEMALE,Engineering,Bachelors,2024-11-20,Python,2025-02-18,A,59.0,0.0,1.0,1.0
4e998b76-58fd-470b-9f91-07d5205525c6,Juan Ayers,,Female,Sales,Masters,2022-10-12,Python,2023-11-29,Present,0.0,0.0,2.0,2.0
f0f5bdc1-d1ed-43ba-a5c6-5e052ebfaf4c,Kayla Thomas,33.0,F,Engineering,None,2024-07-23,Leadership,2025-02-19,Yes,,57.0,,
bbc0e8ed-32dc-40ee-8447-b659c6a22085,Kelly Chan,55.0,Male,Finance,Masters,2022-02-25,Cloud Computing,2023-03-19,Absent,,0.0,5.0,5.0
0c07e0e3-8669-4d31-87d2-e18fdc241f84,Heidi Hall,50.0,MALE,Sales,Bachelors,2025-01-19,Python,2026-09-02,Absent,66.0,,0.0,0.0
19a2a602-28a3-43a3-9fdd-67bb2ab05af8,Madison Trevino,44.0,F,Support,None,2024-10-12,Leadership,2025-05-22,Yes,0.0,0.0,1.0,1.0
b75168f6-c048-4d0b-ae3f-0127d7de7f4d,Tom Lynch,,FEMALE,Support,Masters,2022-03-10,Python,2023-11-06,P,,,5.0,5.0
f819fa11-f584-4e73-8c85-823847469fb7,Elizabeth Santana,,Male,Finance,Bachelors,2021-12-26,Excel,2024-09-17,Present,0.0,0.0,4.0,4.0
52696eeb-77cf-4eb6-b9fe-e842e4cc7065,Todd Smith,40.0,FEMALE,Engineering,Masters,2023-11-06,Leadership,07/01/2025,P,0.0,0.0,0.0,0.0
4fc55e4c-ab09-4c62-8e46-1d8bb555d6ee,Nicholas Wheeler,25.0,Male,HR,Diploma,2022-05-27,Communication,2022-12-20,P,88.0,0.0,,
23eaea4f-690e-4ee8-8152-caf60f29301d,Rodney Duran,,MALE,Support,Bachelors,2020-10-31,Communication,2022-05-04,Present,78.0,0.0,2.0,2.0
a565cd41-28d1-41db-894b-cc99642830f3,Kevin Wright,53.0,FEMALE,Support,None,2022-04-30,Leadership,22/04/2023,Present,68.0,,2.0,2.0
f2f4f240-f69e-463d-b9ef-20ea120e5c83,Steven Martinez,43.0,F,Marketing,PhD,2023-03-31,Excel,2023-05-04,Present,39.0,96.0,,
34b158aa-26df-4494-ac1c-fcfcf1c056ba,Michael Hodges,,Female,Support,PhD,2025-04-01,Excel,2027-01-27,No,,,4.0,4.0
4fa83870-8547-4ee1-9e06-d96aa3027b21,Patricia George,,FEMALE,Engineering,Diploma,2020-05-10,Leadership,2021-03-20,No,77.0,48.0,2.0,2.0
d27e5846-4c7f-4cd6-b032-97d2a911610c,Patrick Gibson,53.0,Female,Sales,PhD,2022-03-29,Communication,09/02/2024,No,0.0,,2.0,2.0
e916ee82-c116-4b7e-ba9f-4841e1568c60,Sheri Herring,,Male,Engineering,Diploma,2020-11-11,Communication,13/06/2022,Present,,45.0,0.0,0.0
416553a1-e420-4a34-9685-b08b61aa189d,John Richards,52.0,Male,Marketing,Bachelors,2020-08-12,Excel,2022-02-23,Absent,0.0,28.0,4.0,4.0
85d8cc08-3981-4354-8a85-fbd1c22a6772,Zachary Morrison,,FEMALE,Engineering,None,2024-05-30,Communication,2025-09-18,Absent,60.0,92.0,4.0,4.0
aa3794fb-d997-4545-9e8e-76023dc559fc,Michael Reynolds Jr.,,F,Marketing,Bachelors,2023-05-08,Excel,10/11/2023,A,,84.0,3.0,3.0
d7a29c6c-47bb-4bb0-851b-2775dd7b99a6,Desiree King,,Male,Finance,Bachelors,2021-02-27,Communication,14/11/2021,Yes,,91.0,2.0,2.0
d61782cb-aabf-4a08-ab6d-e0da542e2e6a,Howard Smith,25.0,MALE,Engineering,Diploma,2024-08-01,Cloud Computing,2025-01-24,Yes,0.0,0.0,3.0,3.0
38ace486-7eb6-40a9-95f5-f2ac3e247c2b,Mary Garcia,31.0,MALE,Marketing,Bachelors,2024-05-24,Excel,03/02/2027,Present,92.0,0.0,1.0,1.0
90cc7a42-d660-4275-9b4c-ccb08f881e63,Joseph Schaefer,24.0,Male,Support,Diploma,2024-05-31,Cloud Computing,2024-10-30,No,,,0.0,0.0
9720b88f-1b98-40e3-9a06-8a930ac7256b,Maria Garcia,,M,Support,Diploma,2023-07-09,Excel,2024-11-10,Absent,0.0,66.0,2.0,2.0
3d15d3ee-c397-43ae-b77b-97421e12bbed,Michael Mckee,,M,Marketing,PhD,2021-01-26,Project Management,22/07/2021,Present,,38.0,,
be8b15f3-b7e1-49a2-a4cc-7a90d0b66c10,Matthew Alexander,,Female,Support,PhD,2023-11-08,Communication,22/03/2025,A,,0.0,5.0,5.0
098aef72-85d3-43ee-9d08-854592c6bb94,Robin Fuller,,M,HR,Diploma,2024-03-08,Communication,14/07/2025,No,87.0,51.0,4.0,4.0
374e5dff-0690-4169-a878-0458ab48106d,Allison Bautista,,FEMALE,Finance,PhD,2023-12-09,Project Management,06/01/2026,P,,,2.0,2.0
cd4901c9-6982-4369-abb1-02534ad2a7ba,Jesus Macdonald,,Male,Marketing,Masters,2021-02-07,Python,2021-06-28,Yes,0.0,0.0,4.0,4.0
5a357945-5813-4496-aed9-dac5d18097f4,Danielle Griffin,23.0,F,Sales,Masters,2023-04-26,Python,10/08/2024,No,92.0,0.0,4.0,4.0
fdb09520-b2f8-41eb-b54c-e51153133ea1,Patricia Martin,,F,Marketing,Masters,2020-09-02,Excel,2022-12-11,P,0.0,0.0,2.0,2.0
a5f62181-8c1a-4477-9d0d-3739c553bb6d,James Bailey,28.0,Male,Engineering,Bachelors,2025-01-06,Leadership,2026-11-10,P,,65.0,,
16c02601-db4d-4d18-bff5-475cd83f8f4f,Luis Singh,41.0,M,Sales,PhD,2021-09-23,Cloud Computing,23/11/2023,A,,,2.0,2.0
19eead26-4e4b-46aa-9424-9390510861bb,Ann Sullivan,32.0,Female,Finance,Bachelors,2022-03-15,Cloud Computing,18/02/2023,Yes,72.0,0.0,5.0,5.0
61f863f4-c1ae-45bb-afaa-49dda3b4a240,Scott Washington,37.0,MALE,Marketing,Diploma,2024-06-29,Leadership,03/05/2026,Present,,,3.0,3.0
5c88da6e-e551-4a7a-b011-a2bece4f4c66,Tina Morris,,F,Sales,None,2023-02-18,Communication,20/07/2024,A,,,1.0,1.0
e8a91aba-4f7e-4c54-94f3-ea1b30960fbb,Maria Phillips,45.0,Female,Marketing,None,2021-03-19,Python,11/10/2023,No,70.0,0.0,1.0,1.0
9e541d3e-65e1-4146-ad8b-62b689cb09aa,Christina Davis,40.0,M,Sales,Diploma,2025-01-10,Leadership,2025-08-29,Yes,,,3.0,3.0
b7447158-2550-4249-836c-3827da2a5b5f,Hector Anderson,39.0,F,HR,Masters,2023-09-16,Leadership,05/03/2026,No,0.0,,5.0,5.0
bc7d0017-f4c1-440b-9852-8abb1a873c25,Stacy Carter,,MALE,Support,Diploma,2023-07-17,Project Management,2024-11-17,Present,0.0,24.0,3.0,3.0
ffdb3a38-52e6-4f74-950b-d1d8f882c326,Ronald Sanchez,22.0,M,Finance,Masters,2025-02-11,Excel,2027-08-22,A,69.0,0.0,5.0,5.0
06bf79cf-4616-4d6e-be20-193baae2ad63,Roy Lucero II,,F,Support,PhD,2021-08-01,Communication,19/09/2022,P,0.0,,0.0,0.0
3749af64-cfc0-4fbc-a5dc-733d70bb2a0e,Edward Oconnell,,FEMALE,Engineering,Bachelors,2022-03-09,Communication,21/01/2023,Present,51.0,,4.0,4.0
8e6b2439-6a1e-4d9a-b05f-052bd682a0b4,Laura Gutierrez,37.0,Male,Engineering,Bachelors,2024-05-17,Project Management,21/08/2024,P,99.0,0.0,0.0,0.0
9351240f-a093-4a68-a64d-49fa94b59339,Veronica Francis,43.0,FEMALE,Engineering,Bachelors,2024-09-04,Project Management,2026-07-07,Absent,0.0,30.0,4.0,4.0
6e6aa3ec-4378-4e6b-8d3d-dee3cdad54f4,Steven Giles,,MALE,Marketing,Masters,2023-05-12,Leadership,2023-09-12,No,,0.0,1.0,1.0
f545752a-13b8-4c30-9b69-36978a55a14b,Erica Carey,,FEMALE,Support,Masters,2022-12-27,Excel,21/07/2024,P,95.0,76.0,0.0,0.0
20f6b8d8-9436-4f5d-89cc-6b08cba9a0f0,Thomas Duke,,Female,Sales,None,2022-05-14,Communication,14/11/2023,No,0.0,29.0,2.0,2.0
cea82b7a-1ad4-4c13-9040-89fa890d58e5,Crystal Bailey,36.0,F,Support,None,2024-04-24,Python,2024-12-01,Yes,0.0,56.0,0.0,0.0
771d030f-3955-4110-bc2e-0301d232231d,Russell Stevens,37.0,MALE,Support,PhD,2024-12-23,Python,03/04/2026,Absent,28.0,,3.0,3.0
108d692f-6fa9-457c-974f-e6687f441add,Carolyn Castro,49.0,MALE,Support,Diploma,2023-12-28,Leadership,2025-01-13,No,,,1.0,1.0
58fc8448-e555-4087-8ebb-51aea6789753,Michael Brown,,MALE,HR,Diploma,2025-01-07,Python,2027-01-21,No,,,,
46addbe7-b807-4910-b469-76af10bee3e8,Theresa Luna,34.0,FEMALE,Marketing,Bachelors,2023-04-13,Project Management,02/07/2025,P,,,5.0,5.0
f157f169-c3ad-4ffd-b447-9e706e4ae071,James Stanley,,F,Marketing,Masters,2024-06-09,Project Management,2027-02-09,A,73.0,,4.0,4.0
4dfe448c-acb7-4476-b27c-172189d44ce2,Kelly Liu,,M,Engineering,Diploma,2022-11-25,Project Management,2024-01-19,Absent,0.0,43.0,,
faecfb4c-8a24-4d57-842c-40ce24ec755d,Emily Smith,,M,Marketing,Bachelors,2023-09-23,Excel,28/01/2024,A,,,4.0,4.0
9662f883-5bbc-4b30-8124-b471b64d158c,William Austin,,F,Marketing,Diploma,2020-09-18,Project Management,08/06/2021,Present,65.0,,5.0,5.0
bb88cfe7-2944-4059-bafa-34da69e8fe2a,William Ayala,31.0,FEMALE,Finance,Masters,2024-10-08,Excel,30/10/2026,A,,100.0,3.0,3.0
a63f89b5-078c-4f1d-ae65-9eb1d5f304a0,Monica Rivera,49.0,FEMALE,Marketing,None,2021-10-16,Python,2022-10-27,P,0.0,,,
b3700e92-92f1-4a69-a74f-6635f236b2ee,Jasmine Russell,,M,Finance,Masters,2021-01-24,Communication,2022-09-24,P,,,1.0,1.0
2ed86804-57e2-4419-98e6-650123755bc8,Henry Mann,43.0,Female,HR,None,2024-04-19,Communication,08/12/2025,No,0.0,50.0,0.0,0.0
42b07e31-2f3f-4e11-973a-603d7feb25e2,Darrell Duke,42.0,F,Marketing,None,2022-05-29,Python,2023-11-10,Present,,0.0,1.0,1.0
1812362f-c076-492d-b3a4-69a556f7e6bb,Alicia Obrien,39.0,F,Finance,Masters,2020-12-16,Python,2023-07-26,No,,,,
18720dc7-5f86-4f8b-aec6-16940f243491,Victor Rice,,FEMALE,Finance,None,2025-01-01,Communication,10/10/2025,P,,0.0,1.0,1.0
07144da9-4e67-4f72-a27f-34eb53ad132c,Laura Brooks,34.0,M,Support,Bachelors,2020-04-21,Project Management,2022-11-11,Absent,0.0,56.0,0.0,0.0
a2f077e3-3040-4cc4-ac21-f1edf4a985b0,Catherine Robinson,,M,Marketing,Masters,2020-11-08,Python,25/02/2023,Present,0.0,73.0,,
e9a11cc0-aee4-4488-9f41-c15518d2bfd0,James Thompson,,FEMALE,Marketing,None,2023-03-15,Excel,25/04/2024,P,,,2.0,2.0
c5a0b7c3-e132-4e39-9891-b0a4b4d4813a,Charles Fuentes,40.0,FEMALE,Marketing,PhD,2024-01-06,Leadership,2024-08-25,Present,,,4.0,4.0
899f7cfb-ef6f-4d6a-89ed-1c7c9f40ce6a,Rebecca Martinez,46.0,MALE,Finance,PhD,2020-07-10,Excel,21/08/2021,Absent,0.0,0.0,0.0,0.0
595b9abc-1b97-4332-8a9b-37f0ef5e4a66,Leslie Jackson,58.0,FEMALE,Engineering,Masters,2022-12-01,Excel,16/10/2023,Present,28.0,39.0,0.0,0.0
27bea2b2-9a7f-426f-b172-e9f87f660f24,Tamara Pace DVM,37.0,M,HR,PhD,2021-02-10,Leadership,29/08/2022,A,63.0,,,
72abe7ff-c8b8-447b-a38b-66acd4eee313,Mary Jones,47.0,FEMALE,Engineering,Masters,2024-12-04,Excel,15/07/2026,Absent,,49.0,4.0,4.0
f5dbed2c-3d4c-4f01-a431-91eb5d9e1717,Chelsea Powell,23.0,MALE,Support,Masters,2022-05-11,Excel,2022-08-06,Present,25.0,49.0,5.0,5.0
ebced334-fb7b-40c7-aaa6-fc450f01fe85,Dr. Matthew Webster,,MALE,Support,Diploma,2023-04-25,Leadership,01/11/2025,Yes,,0.0,3.0,3.0
a9dbf628-1748-4a01-8514-7bc9d907ba3f,Susan Hart,26.0,Female,Sales,Bachelors,2021-02-07,Communication,2023-03-10,Absent,,,5.0,5.0
8bdfa208-c1c5-4c8b-a4e9-4d6a858c5992,Diane Taylor,54.0,F,Marketing,Masters,2024-10-15,Cloud Computing,02/11/2026,Present,0.0,,3.0,3.0
6d234155-a057-4558-b1ba-308e4aff5eee,James Henry,46.0,Female,Sales,PhD,2021-12-13,Python,2022-10-11,Absent,,70.0,5.0,5.0
7bee4582-8fae-46a9-924e-c63c1ab49e05,Elizabeth Gay,,Female,Marketing,Bachelors,2024-06-11,Leadership,08/05/2026,A,0.0,46.0,1.0,1.0
0e1c0d4d-b2eb-4819-af1e-0ecdc555f30a,Amanda Arroyo,41.0,FEMALE,HR,PhD,2022-09-16,Excel,2024-12-01,Present,100.0,,,
e67882ae-bf73-4026-9664-6ca5e4602d31,Carrie Edwards,22.0,Female,HR,Masters,2022-11-17,Excel,2023-07-27,No,0.0,,3.0,3.0
f77e1ee6-0c15-4b28-8728-971988c75e8a,Cole Brandt,,FEMALE,Sales,PhD,2020-09-02,Project Management,2021-11-06,Absent,0.0,33.0,2.0,2.0
dfab24e2-af25-462c-934d-09aed2e106a4,Jordan Sweeney,,Male,HR,Diploma,2020-09-16,Excel,08/03/2023,No,92.0,32.0,1.0,1.0
0b72d0ef-b2fd-4a38-ae5e-c1fc5eee5114,Annette Dodson,,Male,HR,Diploma,2024-08-04,Project Management,14/09/2025,Present,58.0,,2.0,2.0
b6caf840-12ad-4c1b-91ff-def6b6608a31,Daniel Bowman,35.0,MALE,Support,Bachelors,2022-02-24,Excel,18/08/2022,Absent,21.0,0.0,0.0,0.0
34be5f01-61a9-4ecf-ac0d-d9ba0b94729c,Audrey Roberts,,M,Engineering,None,2020-05-25,Excel,19/02/2021,Present,39.0,,5.0,5.0
d4d05762-ea4d-4ed8-904a-902aa8db2a2c,Christopher Price,,F,Finance,Masters,2022-04-23,Leadership,16/04/2024,Yes,0.0,,1.0,1.0
66e6c48a-d679-4ab4-aae6-c3da5f2d38b8,Charles Sanchez,,Male,Support,PhD,2022-03-17,Communication,11/04/2024,Absent,77.0,0.0,4.0,4.0
ae2e69e2-6c3f-4800-ac13-d7c3e1c72223,Sharon Sims,53.0,MALE,Support,Bachelors,2022-06-18,Python,2024-11-19,P,0.0,,5.0,5.0
bc94046e-a741-4d2c-a0f1-3db6f0b5b7b3,Jennifer Smith,,MALE,Sales,None,2022-01-03,Communication,22/05/2024,P,,0.0,2.0,2.0
e6ace778-d7b6-40a3-8730-b04b608bb508,Richard King,40.0,MALE,Finance,None,2023-10-14,Excel,28/12/2024,P,75.0,,3.0,3.0
0ab35cb1-653d-4c17-b149-324ba064bc2a,Joann Alvarado,,FEMALE,Support,Masters,2020-05-09,Leadership,01/12/2022,P,0.0,0.0,3.0,3.0
1d82e2a8-1d48-4843-a339-8f8e120de24a,Rick Jones,32.0,Female,Support,Diploma,2022-02-28,Leadership,2023-03-14,A,0.0,89.0,0.0,0.0
bd76bb2f-f189-4bad-aad8-8bca53cf14e1,Michael Arias,38.0,MALE,Marketing,PhD,2024-10-31,Excel,16/05/2026,Present,0.0,0.0,1.0,1.0
48e26a53-4954-405b-8948-575448e918f9,Deborah Juarez,47.0,FEMALE,HR,Diploma,2023-08-27,Project Management,12/05/2026,Present,0.0,78.0,,
33be8942-e24f-408a-a2b6-a842d2a81922,Kristen Jimenez,34.0,FEMALE,Engineering,Diploma,2023-08-16,Communication,2026-01-16,Present,59.0,,0.0,0.0
780d90b6-0923-41d9-bedc-eb6584aa6e12,Brian Johnson,28.0,Male,Engineering,Bachelors,2021-05-06,Python,28/09/2023,Present,46.0,29.0,,
b190dea4-c335-49e5-9567-55f42f39f8c8,Dana Gilbert,,MALE,Finance,Bachelors,2023-07-26,Project Management,10/05/2024,Yes,,,1.0,1.0
98d516b9-7128-4916-a48b-d5aabd0443f0,Mary Gordon,,MALE,Sales,None,2023-12-29,Leadership,28/08/2024,No,82.0,,5.0,5.0
51634a91-b993-465f-b5de-d447c4bfa424,Adrian Hernandez,,FEMALE,Engineering,Diploma,2021-11-15,Project Management,09/12/2022,Yes,,82.0,,
7647f43f-59a1-4829-acef-781debfdb100,Mathew Myers,,M,Sales,Bachelors,2022-05-26,Leadership,19/07/2023,Absent,100.0,,4.0,4.0
104b5372-816e-45c2-8ab3-c590f262e145,Mark Rogers,52.0,M,HR,None,2021-07-26,Project Management,01/10/2023,A,0.0,72.0,5.0,5.0
11c3138b-70c6-4b42-9f0f-f647067ab1d7,Lindsay Roberts,,Male,Sales,Masters,2023-12-31,Excel,2024-02-09,P,,0.0,5.0,5.0
514b30a9-f6d4-461c-8c10-46bf24b37794,Michael Ortiz,,Female,Finance,PhD,2021-08-20,Communication,30/09/2023,Present,0.0,,5.0,5.0
2b7f90a5-b871-49e1-9e5b-aabf04786088,Erica Johnson,26.0,F,Finance,Masters,2024-10-22,Leadership,2025-03-13,A,,,0.0,0.0
6197337c-0182-4481-bbd1-4558af2f5f8b,Anthony Hughes,,Female,Support,Diploma,2021-02-23,Project Management,28/09/2021,Present,32.0,37.0,0.0,0.0
c31dfb91-397a-4433-9b64-8ca71ea0dd2d,Kristy Jones,58.0,F,Finance,PhD,2025-02-01,Project Management,2027-03-31,A,0.0,0.0,5.0,5.0
62d47bff-a510-47b4-924d-4a86efed0e52,Luis Cole,,Male,HR,Diploma,2024-04-26,Cloud Computing,2025-06-07,No,74.0,28.0,1.0,1.0
4002c5eb-9cd3-4931-bd95-7e47aed14cec,William Gibson,,F,Sales,Masters,2022-04-15,Communication,2023-02-08,Present,23.0,0.0,,
5c31d125-e123-433f-8955-17ec7447f8a1,Dustin Simon,,FEMALE,HR,Diploma,2021-07-26,Leadership,2022-03-04,No,0.0,72.0,4.0,4.0
290a8303-e1c6-47c2-81d8-93a5ffc7aba2,Alex Trujillo,,Female,Support,Diploma,2023-07-27,Leadership,21/03/2025,P,0.0,21.0,2.0,2.0
b5ef818b-690e-4a7e-b5be-1ba70ae4e096,Sarah Archer,55.0,M,Marketing,PhD,2021-06-28,Communication,2023-01-16,A,47.0,,5.0,5.0
35461a1c-5a5a-4dac-a062-4c48d7131c2e,Jennifer Butler,46.0,Female,Support,Masters,2021-04-30,Cloud Computing,02/10/2022,Absent,,85.0,2.0,2.0
76a90f78-6370-4da9-b3ce-caaf71a2f6c1,Gabriel Ross,,Female,HR,Diploma,2024-02-11,Leadership,12/10/2025,A,,70.0,,
b66c4a03-378a-4526-befa-528c34b6d9da,Cory Russo,,FEMALE,Marketing,Masters,2024-10-09,Excel,2025-05-24,Yes,,40.0,3.0,3.0
dcc8c801-8c57-4243-b69f-ce1ae67d9f00,Jennifer Schneider,,FEMALE,Engineering,Diploma,2023-05-11,Leadership,2025-02-12,Yes,0.0,0.0,4.0,4.0
1bd07f9b-7861-4769-a42e-4cff64907a63,Jodi Conway,,MALE,HR,PhD,2022-01-30,Cloud Computing,10/04/2022,Yes,,0.0,4.0,4.0
56726735-3798-4c80-b30c-84610d06d891,Brooke Cruz,59.0,F,HR,Bachelors,2023-10-09,Project Management,21/03/2025,A,0.0,0.0,0.0,0.0
716728ee-f175-4208-ae29-23866e896265,Daniel Bradley,,M,Sales,None,2024-08-31,Communication,08/07/2026,P,61.0,92.0,,
ae3dc742-bef8-404b-bbcf-57d745f84c5d,Brittney Morales,,M,HR,None,2021-09-24,Excel,2022-10-15,No,0.0,0.0,2.0,2.0
77f4d7f9-5105-48a9-a94a-48b326932d95,Oscar Farmer,,Female,Finance,None,2021-12-12,Cloud Computing,09/11/2022,Absent,0.0,0.0,,
c36db2ec-eeda-49bc-9c40-6cbe50f370af,Nancy Liu,43.0,MALE,Finance,PhD,2024-05-28,Communication,06/03/2025,A,0.0,0.0,0.0,0.0
057eccfa-15f3-4747-90bb-5ed3c9765bdf,Scott Brown,38.0,M,Engineering,Diploma,2021-02-02,Cloud Computing,2022-06-17,A,20.0,,2.0,2.0
5b5073c7-e6dc-4c76-ae7a-e3bb50340715,Chris Lewis,,FEMALE,Sales,Diploma,2021-01-11,Communication,18/09/2023,P,,,5.0,5.0
50c49c2b-e8c4-41fc-9f8c-1c815ce9a3d3,Sandra Alvarez,,Male,Marketing,Masters,2020-10-29,Leadership,30/07/2022,P,26.0,,4.0,4.0
cd65e328-19fb-4ed2-8da1-2b024a2c7830,Stephanie Hernandez,30.0,MALE,Support,Diploma,2021-10-03,Communication,2022-02-20,Present,92.0,21.0,3.0,3.0
9e482e45-e904-4e42-8845-26f51e521d48,Justin Fuller,,F,Marketing,Masters,2023-10-18,Communication,2024-10-27,Yes,0.0,0.0,,
3fd8027f-e755-4655-9916-2e44b0a17621,Mary Thomas,,Female,Marketing,Diploma,2022-08-28,Communication,2023-09-24,Yes,98.0,40.0,2.0,2.0
22b6995e-0a14-4309-8173-d1d918d98279,Kaitlyn Woods,53.0,Male,Marketing,Diploma,2024-01-19,Communication,2025-09-24,Absent,0.0,41.0,3.0,3.0
d1654869-fcde-41c8-b028-bafc960f96d9,Jeremy Armstrong,22.0,MALE,HR,Diploma,2020-06-07,Cloud Computing,01/02/2023,Yes,,47.0,1.0,1.0
7de471bf-f865-4d61-8515-5381e4dc6680,Lacey Blackwell,,Female,Support,Diploma,2024-01-26,Cloud Computing,2024-06-06,A,0.0,54.0,4.0,4.0
2d5f4dd3-11a2-464d-9eb6-3bc5e2f10e16,Eric Long,,M,Engineering,Diploma,2020-12-27,Cloud Computing,2023-07-17,Yes,,97.0,4.0,4.0
ca7cd927-ef5e-4d74-be2e-7c0f1c68a614,Christina Walters,,Female,Finance,Masters,2021-07-15,Communication,30/08/2022,P,,55.0,1.0,1.0
c95d2093-f2e2-4d2f-8af3-c094b61ed8af,Larry Lloyd,,Male,Support,None,2022-10-02,Communication,02/11/2024,No,,,2.0,2.0
6af0ebbd-971f-440d-a41b-b3b99f325c4c,Holly King DDS,,F,Support,Diploma,2020-05-26,Excel,31/01/2022,Present,,64.0,4.0,4.0
7d5704df-0600-42c3-aa7a-109ee77ee2a9,Christopher Banks,52.0,Female,Marketing,None,2024-09-09,Project Management,11/07/2025,Yes,0.0,45.0,3.0,3.0
6ed5ca30-ff03-41a9-b2ed-257b435b6625,Don Carney,36.0,MALE,Marketing,Bachelors,2022-11-15,Cloud Computing,09/01/2024,No,90.0,52.0,0.0,0.0
8d204cf6-553a-4bad-948a-e202a8cf20c8,Shane House,,Female,Finance,PhD,2024-02-29,Communication,2025-09-18,Absent,,0.0,4.0,4.0
4d7e6eeb-04eb-4694-92da-e5a7bc11733c,Tanner James,25.0,M,Sales,Diploma,2020-05-10,Excel,16/08/2020,Absent,50.0,0.0,1.0,1.0
b265293e-4531-4fd0-ac01-e53db1fe69b8,Jacob Hunt,,Female,Sales,Bachelors,2020-07-27,Excel,25/08/2022,Yes,0.0,42.0,0.0,0.0
21e10ae8-5795-4ee7-b510-561a683def14,Michelle Tran,,Female,HR,None,2023-11-16,Leadership,2025-06-14,Yes,84.0,70.0,2.0,2.0
e9d1c994-1553-4cc9-8444-a6bd4819a23a,Michael Trujillo,30.0,FEMALE,HR,None,2024-06-03,Python,21/12/2024,A,,0.0,2.0,2.0
1d0ffe16-e554-474f-8240-252ddc89e59a,Carl Gill,60.0,Male,Finance,Masters,2022-12-22,Leadership,2023-05-13,P,0.0,0.0,2.0,2.0
10a12a0b-5f96-400d-ad56-e616130cd65b,Robert Maxwell,,MALE,Sales,PhD,2022-05-01,Cloud Computing,11/07/2024,Yes,,,5.0,5.0
bc8b7eb7-0371-46f7-b91d-8c4c02781c40,Sheila Williamson,30.0,Female,Engineering,None,2020-11-27,Python,2021-06-15,P,0.0,,4.0,4.0
df10c0ab-f734-4784-a049-d164952f6d11,Lynn Rivera,,Female,Engineering,Masters,2021-08-05,Excel,23/09/2022,No,,0.0,1.0,1.0
b44304e9-0e60-4c16-9f39-f9f99cd1126b,Thomas House,47.0,Female,Engineering,Masters,2021-03-01,Excel,2021-08-21,P,,0.0,3.0,3.0
17722cf0-f38e-4bc3-b7df-852c1779e7d0,Rickey Hall,51.0,F,Engineering,Masters,2021-11-04,Communication,25/03/2023,No,,67.0,2.0,2.0
52060f1c-630b-40db-9454-578fb78bf29d,Cheryl Roth,49.0,FEMALE,HR,PhD,2020-09-09,Cloud Computing,02/10/2021,Yes,81.0,81.0,4.0,4.0
781e2d35-2fa1-42bc-b4ce-5f319aff48af,Michael Hancock,54.0,Male,Engineering,Masters,2024-06-23,Project Management,18/07/2025,No,,27.0,3.0,3.0
019dc12d-81f1-4d04-af57-6e777148c007,William Baker,45.0,F,Finance,PhD,2020-10-14,Cloud Computing,18/04/2022,A,0.0,,5.0,5.0
b33109f5-3078-43d0-b904-6be7934fa5c8,Philip Lopez,59.0,F,Finance,Diploma,2024-11-15,Cloud Computing,26/12/2025,Present,0.0,0.0,5.0,5.0
29949775-3a4b-40e3-bdf2-6dafc19bf990,Russell Phillips,,MALE,Support,Diploma,2022-12-31,Project Management,2023-04-08,No,54.0,38.0,2.0,2.0
37dfc571-4910-4c10-a3fe-085b81b41b37,Roger Moss,47.0,Male,Engineering,PhD,2023-10-09,Leadership,2024-02-11,Absent,,92.0,3.0,3.0
f7d7f5c0-e3fb-4b87-a7a3-bc7a01c9a464,Diana Martin,,Female,Engineering,Bachelors,2024-10-11,Communication,2026-01-11,Present,0.0,81.0,2.0,2.0
e716eb38-581f-43df-be71-bda810128b96,Lisa Roth,53.0,Male,Support,Diploma,2020-10-15,Python,26/06/2021,Yes,,0.0,2.0,2.0
b752f753-e60d-400f-83b1-ef08ac8d8f32,William Craig,,FEMALE,Marketing,None,2020-12-11,Cloud Computing,2022-08-04,No,0.0,51.0,0.0,0.0
ea1b248f-ea94-4306-8579-8f5d969040b0,Michael Gregory,,FEMALE,HR,Diploma,2022-12-22,Project Management,04/05/2025,A,0.0,,4.0,4.0
d6f83aa7-ba26-4e87-832f-174f91b72a5c,Hunter Shepherd,36.0,Female,Finance,Masters,2020-10-28,Leadership,2021-03-16,No,0.0,,5.0,5.0
7d34d5ec-c36f-4008-8cdc-ffaf7fec01d8,Zachary Lee,,Male,Marketing,Masters,2023-06-01,Cloud Computing,30/07/2025,A,,,5.0,5.0
5a575306-b0dc-40e8-8aee-5a682ba95b90,Spencer Nguyen,,Male,HR,PhD,2025-04-05,Leadership,2026-06-24,P,,,2.0,2.0
